scsetup,scsetup_mdb_445_in_tcp,mdb,445,allow,in,tcp
scsetup,scsetup_sdb_445_in_tcp,sdb,445,allow,in,tcp
scsetup,scsetup_mvl_445_in_tcp,mvl,445,allow,in,tcp
scsetup,scsetup_tti_445_in_tcp,tti,445,allow,in,tcp
sqlserver,sqlserver_mdb_445_in_tcp,mdb,445,allow,in,tcp
sqlserver,sqlserver_mdb_1433_in_tcp,mdb,1433,allow,in,tcp
sqlserver,sqlserver_mdb_1434_in_tcp,mdb,1434,allow,in,tcp
sqlserver,sqlserver_mdb_1433_out_tcp,mdb,1433,allow,out,tcp
sqlserver,sqlserver_mdb_1434_out_tcp,mdb,1434,allow,out,tcp
sqlserver,sqlserver_sdb_445_in_tcp,sdb,445,allow,in,tcp
sqlserver,sqlserver_sdb_1433_in_tcp,sdb,1433,allow,in,tcp
sqlserver,sqlserver_sdb_1434_in_tcp,sdb,1434,allow,in,tcp
sqlserver,sqlserver_sdb_1433_out_tcp,sdb,1433,allow,out,tcp
sqlserver,sqlserver_sdb_1434_out_tcp,sdb,1434,allow,out,tcp
schedule,schedule_ss_41862_in_tcp,ss,41862,allow,in,tcp
schedule,schedule_ss_4009_in_tcp,ss,4009,allow,in,tcp
schedule,schedule_ss_4010_in_tcp,ss,4010,allow,in,tcp
schedule,schedule_ss_445_in_tcp,ss,445,allow,in,tcp
schedule,schedule_ss_1433_out_tcp,ss,1433,allow,out,tcp
schedule,schedule_ss_1434_out_tcp,ss,1434,allow,out,tcp
schedule,schedule_mdb_41862_in_tcp,mdb,41862,allow,in,tcp
schedule,schedule_mdb_4009_in_tcp,mdb,4009,allow,in,tcp
schedule,schedule_mdb_4010_in_tcp,mdb,4010,allow,in,tcp
schedule,schedule_mdb_445_in_tcp,mdb,445,allow,in,tcp
schedule,schedule_mdb_1433_out_tcp,mdb,1433,allow,out,tcp
schedule,schedule_mdb_1434_out_tcp,mdb,1434,allow,out,tcp
schedule,schedule_sdb_41862_in_tcp,sdb,41862,allow,in,tcp
schedule,schedule_sdb_4009_in_tcp,sdb,4009,allow,in,tcp
schedule,schedule_sdb_4010_in_tcp,sdb,4010,allow,in,tcp
schedule,schedule_sdb_445_in_tcp,sdb,445,allow,in,tcp
schedule,schedule_sdb_1433_out_tcp,sdb,1433,allow,out,tcp
schedule,schedule_sdb_1434_out_tcp,sdb,1434,allow,out,tcp
dbm,dbm_mdb_4007_in_tcp,mdb,4007,allow,in,tcp
dbm,dbm_sdb_4007_in_tcp,sdb,4007,allow,in,tcp
dbm,dbm_mdb_4008_in_tcp,mdb,4008,allow,in,tcp
dbm,dbm_mdb_445_in_tcp,mdb,445,allow,in,tcp
dbm,dbm_sdb_4008_in_tcp,sdb,4008,allow,in,tcp
dbm,dbm_sdb_445_in_tcp,sdb,445,allow,in,tcp
ingest,ingest_mvl_4093_in_tcp,mvl,4093,allow,in,tcp
dvlmgr,dvlmgr_mvl_4000_in_TCP,mvl,4000,allow,in,TCP
dvlmgr,dvlmgr_mvl_445_in_TCP,mvl,445,allow,in,TCP
dvlmgr,dvlmgr_mvl_4001_in_TCP,mvl,4001,allow,in,TCP
dvlmgr,dvlmgr_mvl_4002_in_TCP,mvl,4002,allow,in,TCP
dvlmgr,dvlmgr_mvl_445_in_TCP,mvl,445,allow,in,TCP
dvlmgr,dvlmgr_Inserter_4000_in_TCP,Inserter,4000,allow,in,TCP
dvlmgr,dvlmgr_Inserter_445_in_TCP,Inserter,445,allow,in,TCP
dvlserv,dvlserv_Inserter_4001_in_TCP,Inserter,4001,allow,in,TCP
dvlserv,dvlserv_Inserter_4002_in_TCP,Inserter,4002,allow,in,TCP
dvlserv,dvlserv_Inserter_445_in_TCP,Inserter,445,allow,in,TCP
dvlrul,dvlrul_mvl_4054_in_TCP,mvl,4054,allow,in,TCP
dvlrul,dvlrul_mvl_455_in_TCP,mvl,455,allow,in,TCP
dvlrul,dvlrul_mvl_445_in_TCP,mvl,445,allow,in,TCP
dvlutil,dvlutil_mvl_445_in_TCP,mvl,445,allow,in,TCP
dvlutil,dvlutil_tti_2897_in_TCP,tti,2897,allow,in,TCP
dvlutil,dvlutil_tti_4088_in_TCP,tti,4088,allow,in,TCP
dvlutil,dvlutil_tti_4089_in_TCP,tti,4089,allow,in,TCP
dvlutil,dvlutil_tti_445_in_TCP,tti,445,allow,in,TCP
dvlutil,dvlutil_tti_445_in_TCP,tti,445,allow,in,TCP
sdvlc,sdvlc_ Inserter_2890_in_TCP, Inserter,2890,allow,in,TCP
sdvlc,sdvlc_ Inserter_4003_in_TCP, Inserter,4003,allow,in,TCP
sdvlc,sdvlc_ Inserter_4004_in_TCP, Inserter,4004,allow,in,TCP
sdvlc,sdvlc_ Inserter_445_in_TCP, Inserter,445,allow,in,TCP
sdvls,sdvls_Inserter_2891_in_TCP,Inserter,2891,allow,in,TCP
sdvls,sdvls_Inserter_4004_in_TCP,Inserter,4004,allow,in,TCP
sdvls,sdvls_Inserter_4005_in_TCP,Inserter,4005,allow,in,TCP
sdvls,sdvls_Inserter_445_in_TCP,Inserter,445,allow,in,TCP
gpi,gpi_Inserter_2897_in_TCP,Inserter,2897,allow,in,TCP
gpi,gpi_Inserter_4088_in_TCP,Inserter,4088,allow,in,TCP
gpi,gpi_Inserter_4089_in_TCP,Inserter,4089,allow,in,TCP
gpi,gpi_Inserter_445_in_TCP,Inserter,445,allow,in,TCP
tonescraper,tonescraper_Inserter_445_in_TCP,Inserter,445,allow,in,TCP
ha,ha_mdb_9000_in_TCP,mdb,9000,allow,in,TCP
ha,ha_sdb_9000_in_TCP,sdb,9000,allow,in,TCP
ha,ha_mvl_9000_in_TCP,mvl,9000,allow,in,TCP
ha,ha_mdb_7000_in_UDP,mdb,7000,allow,in,UDP
ha,ha_sdb_7000_in_UDP,sdb,7000,allow,in,UDP
ha,ha_mvl_7000_in_UDP,mvl,7000,allow,in,UDP
ha,ha_mdb_9000_out_TCP,mdb,9000,allow,out,TCP
ha,ha_sdb_9000_out_TCP,sdb,9000,allow,out,TCP
ha,ha_mvl_9000_out_TCP,mvl,9000,allow,out,TCP
ha,ha_mdb_7000_out_UDP,mdb,7000,allow,out,UDP
ha,ha_sdb_7000_out_UDP,sdb,7000,allow,out,UDP
ha,ha_mvl_7000_out_UDP,mvl,7000,allow,out,UDP
Microsoft IIS,Microsoft IIS_mdb_80_in_TCP,mdb,80,allow,in,TCP
Microsoft IIS,Microsoft IIS_mdb_1433_out_TCP,mdb,1433,allow,out,TCP
Microsoft IIS,Microsoft IIS_mdb_1434_out_TCP,mdb,1434,allow,out,TCP
alarmana,alarmana_mdb_4048_in_TCP,mdb,4048,allow,in,TCP
alarmana,alarmana_sdb_4048_in_TCP,sdb,4048,allow,in,TCP
alarmana,alarmana_mvl_4048_in_TCP,mvl,4048,allow,in,TCP
alarmana,alarmana_mdb_4049_in_TCP,mdb,4049,allow,in,TCP
alarmana,alarmana_sdb_4049_in_TCP,sdb,4049,allow,in,TCP
alarmana,alarmana_mvl_4049_in_TCP,mvl,4049,allow,in,TCP
alarmana,alarmana_mdb_445_in_TCP,mdb,445,allow,in,TCP
alarmana,alarmana_sdb_445_in_TCP,sdb,445,allow,in,TCP
alarmana,alarmana_mvl_445_in_TCP,mvl,445,allow,in,TCP
alarmcol,alarmcol_mdb_4046_in_tcp,mdb,4046,allow,in,tcp
alarmcol,alarmcol_mdb_4047_in_tcp,mdb,4047,allow,in,tcp
alarmcol,alarmcol_mdb_445_in_tcp,mdb,445,allow,in,tcp
alarmcol,alarmcol_mdb_445_in_tcp,mdb,445,allow,in,tcp
alarmcol,alarmcol_mdb_445_in_tcp,mdb,445,allow,in,tcp
alarmcol,alarmcol_mdb_123_in_udp,mdb,123,allow,in,udp
alarmcol,alarmcol_mdb_512-1023_in_tcp,mdb,512-1023,allow,in,tcp
alarmcol,alarmcol_mdb_3389_in_tcp,mdb,3389,allow,in,tcp
alarmcol,alarmcol_mdb_1433_out_tcp,mdb,1433,allow,out,tcp
alarmcol,alarmcol_mdb_1434_out_tcp,mdb,1434,allow,out,tcp
alarmcol,alarmcol_mdb_445_out_tcp,mdb,445,allow,out,tcp
alarmcol,alarmcol_mdb_445_in_tcp,mdb,445,allow,in,tcp
alarmcol,alarmcol_sdb_4046_in_tcp,sdb,4046,allow,in,tcp
alarmcol,alarmcol_sdb_4047_in_tcp,sdb,4047,allow,in,tcp
alarmcol,alarmcol_sdb_445_in_tcp,sdb,445,allow,in,tcp
alarmcol,alarmcol_sdb_445_in_tcp,sdb,445,allow,in,tcp
alarmcol,alarmcol_sdb_445_in_tcp,sdb,445,allow,in,tcp
alarmcol,alarmcol_sdb_123_in_udp,sdb,123,allow,in,udp
alarmcol,alarmcol_sdb_512-1023_in_tcp,sdb,512-1023,allow,in,tcp
alarmcol,alarmcol_sdb_3389_in_tcp,sdb,3389,allow,in,tcp
alarmcol,alarmcol_sdb_1433_out_tcp,sdb,1433,allow,out,tcp
alarmcol,alarmcol_sdb_1434_out_tcp,sdb,1434,allow,out,tcp
alarmcol,alarmcol_sdb_445_out_tcp,sdb,445,allow,out,tcp
alarmcol,alarmcol_sdb_445_in_tcp,sdb,445,allow,in,tcp
alarmcol,alarmcol_mvl_4046_in_tcp,mvl,4046,allow,in,tcp
alarmcol,alarmcol_mvl_4047_in_tcp,mvl,4047,allow,in,tcp
alarmcol,alarmcol_mvl_445_in_tcp,mvl,445,allow,in,tcp
alarmcol,alarmcol_mvl_445_in_tcp,mvl,445,allow,in,tcp
alarmcol,alarmcol_mvl_445_in_tcp,mvl,445,allow,in,tcp
alarmcol,alarmcol_mvl_512-1023_in_tcp,mvl,512-1023,allow,in,tcp
alarmcol,alarmcol_mvl_3389_in_tcp,mvl,3389,allow,in,tcp
alarmcol,alarmcol_mvl_445_out_tcp,mvl,445,allow,out,tcp
alarmcol,alarmcol_mvl_445_in_tcp,mvl,445,allow,in,tcp
alarmcol,alarmcol_tti_4046_in_tcp,tti,4046,allow,in,tcp
alarmcol,alarmcol_tti_4047_in_tcp,tti,4047,allow,in,tcp
alarmcol,alarmcol_tti_445_in_tcp,tti,445,allow,in,tcp
alarmcol,alarmcol_tti_445_in_tcp,tti,445,allow,in,tcp
alarmcol,alarmcol_tti_445_in_tcp,tti,445,allow,in,tcp
alarmcol,alarmcol_tti_512-1023_in_tcp,tti,512-1023,allow,in,tcp
alarmcol,alarmcol_tti_3389_in_tcp,tti,3389,allow,in,tcp
alarmcol,alarmcol_tti_445_out_tcp,tti,445,allow,out,tcp
alarmcol,alarmcol_tti_445_in_tcp,tti,445,allow,in,tcp
management,management_mdb_4056_in_tcp,mdb,4056,allow,in,tcp
management,management_mdb_4057_in_tcp,mdb,4057,allow,in,tcp
management,management_sdb_4056_in_tcp,sdb,4056,allow,in,tcp
management,management_sdb_4057_in_tcp,sdb,4057,allow,in,tcp
management,management_mvl_4056_in_tcp,mvl,4056,allow,in,tcp
management,management_mvl_4057_in_tcp,mvl,4057,allow,in,tcp
RemoteEndpointMapper,RemoteEndpointMapper_mdb_135_in_TCP,mdb,135,allow,in,TCP
RemoteEndpointMapper,RemoteEndpointMapper_sdb_135_in_TCP,sdb,135,allow,in,TCP
RemoteEndpointMapper,RemoteEndpointMapper_mvl_135_in_TCP,mvl,135,allow,in,TCP
RemoteEndpointMapper,RemoteEndpointMapper_tti_135_in_TCP,tti,135,allow,in,TCP
tc,tc_tti_6021_out_TCP,tti,6021,allow,out,TCP
tc,tc_tti_2000-2223_in_TCP,tti,2000-2223,allow,in,TCP
tc,tc_tti_6000-6223_in_TCP,tti,6000-6223,allow,in,TCP
tc,tc_tti_6500-6723_in_TCP,tti,6500-6723,allow,in,TCP
